year,month,UNRATE,USREC,FEDFUNDS,SP500_TR
2020,1,3.6,0,1.55,0.0334757
2020,2,3.5,0,1.58,0.00123213
2020,3,4.4,1,0.65,-0.18916573
2020,4,14.8,1,0.05,0.04318718
2020,5,13.2,0,0.05,0.05887465
2020,6,11.0,0,0.08,0.06508366
2020,7,10.2,0,0.09,0.03475692
2020,8,8.4,0,0.10,0.05892786
2020,9,7.8,0,0.09,-0.00627682
2020,10,6.9,0,0.09,0.0172553
2020,11,6.7,0,0.09,0.03953653
2020,12,6.7,0,0.09,0.04259633
