year,month,UNRATE,USREC,FEDFUNDS,SP500_TR
2001,1,4.2,0,5.98,0.00454382
2001,2,4.2,0,5.49,-0.02136882
2001,3,4.3,0,5.31,-0.09080541
2001,4,4.4,1,4.80,0.00448038
2001,5,4.3,1,4.21,0.06878679
2001,6,4.5,1,3.97,-0.02389265
2001,7,4.6,1,3.77,-0.02660115
2001,8,4.9,1,3.65,-0.02045724
2001,9,5.0,1,3.07,-0.11247207
2001,10,5.3,1,2.49,0.03184032
2001,11,5.5,1,2.09,0.05053146
2001,12,5.7,0,1.82,0.01466049
