year,month,UNRATE,USREC,FEDFUNDS,SP500_TR
1970,1,3.9,1,8.98,-0.00588727
1970,2,4.2,1,8.98,-0.03195782
1970,3,4.4,1,7.76,0.02012582
1970,4,4.6,1,8.10,-0.02747384
1970,5,4.8,1,7.95,-0.11198694
1970,6,4.9,1,7.61,-0.00269524
1970,7,5.0,1,7.21,0.00522923
1970,8,5.1,1,6.62,0.03256149
1970,9,5.4,1,6.29,0.06321655
1970,10,5.5,1,6.20,0.02487823
1970,11,5.9,1,5.60,0.00205115
1970,12,6.1,0,4.90,0.071567
