year,month,GS10,SP500_TR,CPI
1996,12,6.3,0.01199134,158.6
1997,1,6.58,0.03258138,159.1
1997,2,6.42,0.04361744,159.6
1997,3,6.69,-0.00623129,160.0
1997,4,6.89,-0.03404896,160.2
1997,5,6.71,0.09218195,160.1
1997,6,6.49,0.05337158,160.3
1997,7,6.22,0.05736464,160.5
1997,8,6.3,0.00348299,160.8
1997,9,6.21,0.01192518,161.2
1997,10,6.03,0.0164588,161.6
1997,11,5.88,-0.01151547,161.5
1997,12,5.81,0.0263512,161.3
1998,1,5.54,0.00237521,161.6
1998,2,5.57,0.06402591,161.9
1998,3,5.65,0.05313198,162.2
1998,4,5.64,0.03406527,162.5
1998,5,5.65,-0.00221108,162.8
1998,6,5.5,0.00117209,163.0
1998,7,5.46,0.04468168,163.2
1998,8,5.34,-0.06970527,163.4
1998,9,4.81,-0.0489801,163.6
1998,10,4.53,0.01291075,164.0
1998,11,4.83,0.10974518,164.0
1998,12,4.65,0.04104227,163.9
1999,1,4.72,0.05048271,164.3
1999,2,5.0,-0.00066154,164.5
1999,3,5.23,0.02924067,165.0
1999,4,5.18,0.04250022,166.2
1999,5,5.54,-0.00098832,166.2
1999,6,5.9,-0.00611767,166.2
1999,7,5.79,0.04522786,166.7
1999,8,5.94,-0.03774004,167.1
1999,9,5.92,-0.00597619,167.9
1999,10,6.11,-0.01272366,168.2
1999,11,6.03,0.07106056,168.3
1999,12,6.28,0.02808831,168.3
2000,1,6.66,-0.00118797,168.8
2000,2,6.52,-0.02477941,169.8
2000,3,6.26,0.03941094,171.2
2000,4,5.99,0.0142455,171.3
2000,5,6.44,-0.02838908,171.5
2000,6,6.1,0.03163363,172.4
2000,7,6.05,0.00849677,172.8
2000,8,5.83,0.00939051,172.8
2000,9,5.8,-0.01080305,173.7
2000,10,5.74,-0.05214381,174.0
2000,11,5.72,-0.00772724,174.1
2000,12,5.24,-0.03320235,174.0
2001,1,5.16,0.00454382,175.1
2001,2,5.1,-0.02136882,175.8
2001,3,4.89,-0.09080541,176.2
2001,4,5.14,0.00448038,176.9
2001,5,5.39,0.06878679,177.7
2001,6,5.28,-0.02389265,178.0
2001,7,5.24,-0.02660115,177.5
2001,8,4.97,-0.02045724,177.5
2001,9,4.73,-0.11247207,178.3
2001,10,4.57,0.03184032,177.7
2001,11,4.65,0.05053146,177.4
2001,12,5.09,0.01466049,176.7
2002,1,5.04,-0.00297713,177.1
2002,2,4.91,-0.03352794,177.8
2002,3,5.28,0.04945245,178.8
2002,4,5.21,-0.03513686,179.8
2002,5,5.16,-0.02819597,179.8
2002,6,4.93,-0.05920161,179.9
2002,7,4.65,-0.10759157,180.1
2002,8,4.26,0.01138053,180.7
2002,9,3.87,-0.04758461,181.0
2002,10,3.94,-0.01366178,181.3
2002,11,4.05,0.06626454,181.3
2002,12,4.03,-0.01034237,180.9
2003,1,4.05,-0.00222054,181.7
2003,2,3.9,-0.06414371,183.1
2003,3,3.81,0.01308396,184.2
2003,4,3.96,0.05285695,183.8
2003,5,3.57,0.05312056,183.5
2003,6,3.33,0.05704036,183.7
2003,7,3.98,0.00597082,183.9
2003,8,4.45,-0.00165149,184.6
2003,9,4.27,0.0316236,185.2
2003,10,4.29,0.02030009,185.0
2003,11,4.3,0.01212726,184.5
2003,12,4.27,0.03065927,184.3
2004,1,4.15,0.04936581,185.2
2004,2,4.08,0.01088207,186.2
2004,3,3.83,-0.01563666,187.4
2004,4,4.35,0.0096957,188.0
2004,5,4.72,-0.02562832,189.1
2004,6,4.73,0.02859138,189.7
2004,7,4.5,-0.02237406,189.4
2004,8,4.28,-0.01386163,189.5
2004,9,4.13,0.02784053,189.9
2004,10,4.1,0.00103291,190.9
2004,11,4.19,0.04774592,191.0
2004,12,4.23,0.02728113,190.3
2005,1,4.22,-0.01347392,190.7
2005,2,4.17,0.01683064,191.8
2005,3,4.5,-0.00253759,193.3
2005,4,4.34,-0.02407291,194.6
2005,5,4.14,0.0133754,194.4
2005,6,4.0,0.02182348,194.5
2005,7,4.18,0.01809039,195.4
2005,8,4.26,0.00311245,196.4
2005,9,4.2,0.00280916,198.8
2005,10,4.46,-0.0262252,199.2
2005,11,4.54,0.0396329,197.6
2005,12,4.47,0.02145815,196.8
2006,1,4.42,0.01468003,198.3
2006,2,4.57,-0.00015423,198.7
2006,3,4.72,0.01487356,199.8
2006,4,4.99,0.00799749,201.5
2006,5,5.11,-0.00785228,202.5
2006,6,5.11,-0.02704372,202.9
2006,7,5.09,0.00721504,203.5
2006,8,4.88,0.02293214,203.9
2006,9,4.72,0.02532598,202.9
2006,10,4.73,0.03617557,201.8
2006,11,4.6,0.02003232,201.5
2006,12,4.56,0.02149825,201.8
2007,1,4.76,0.00694023,202.416
2007,2,4.72,0.01597238,203.499
2007,3,4.56,-0.02472718,205.352
2007,4,4.69,0.04181602,206.686
2007,5,4.75,0.03393044,207.949
2007,6,5.1,0.00346151,208.352
2007,7,5.0,0.00576106,208.299
2007,8,4.67,-0.04199628,207.917
2007,9,4.52,0.0307629,208.49
2007,10,4.53,0.02993024,208.936
2007,11,4.15,-0.04804957,210.177
2007,12,4.1,0.01239644,210.036
2008,1,3.74,-0.06634127,211.08
2008,2,3.74,-0.01562817,211.693
2008,3,3.51,-0.02625467,213.528
2008,4,3.68,0.04244667,214.823
2008,5,3.88,0.02563435,216.632
2008,6,4.1,-0.0424577,218.815
2008,7,4.01,-0.06078182,219.964
2008,8,3.89,0.02110844,219.086
2008,9,3.69,-0.04847233,218.783
2008,10,3.81,-0.20194635,216.573
2008,11,3.53,-0.08606667,212.425
2008,12,2.42,-0.00352664,210.228
2009,1,2.52,-0.01099133,211.143
2009,2,2.87,-0.06706133,212.193
2009,3,2.82,-0.05691335,212.709
2009,4,2.93,0.12315623,213.24
2009,5,3.29,0.06654352,213.856
2009,6,3.72,0.0286372,215.693
2009,7,3.56,0.01272573,215.351
2009,8,3.59,0.08115729,215.834
2009,9,3.4,0.03645694,215.969
2009,10,3.39,0.02399146,216.177
2009,11,3.4,0.02090449,216.33
2009,12,3.59,0.02222054,215.949
2010,1,3.73,0.01355692,216.687
2010,2,3.69,-0.02899734,216.741
2010,3,3.73,0.05941735,217.631
2010,4,3.85,0.04088268,218.009
2010,5,3.42,-0.05882072,218.178
2010,6,3.2,-0.03543218,217.965
2010,7,3.01,-0.00158278,218.011
2010,8,2.7,0.00864409,218.312
2010,9,2.65,0.03371947,218.439
2010,10,2.54,0.04578377,218.711
2010,11,2.76,0.02491815,218.803
2010,12,3.29,0.03714617,219.179
2011,1,3.39,0.03463759,220.223
2011,2,3.58,0.0315238,221.309
2011,3,3.41,-0.01110989,223.467
2011,4,3.46,0.02222921,224.906
2011,5,3.17,0.00661133,225.964
2011,6,3.0,-0.03660711,225.722
2011,7,3.0,0.03103548,225.922
2011,8,2.3,-0.10398886,226.545
2011,9,1.98,-0.00787276,226.889
2011,10,2.15,0.03021864,226.421
2011,11,2.01,0.01769999,226.23
2011,12,1.98,0.01557582,225.672
2012,1,1.97,0.04784613,226.665
2012,2,1.97,0.04164574,227.663
2012,3,2.17,0.02885727,229.392
2012,4,2.05,-0.00036271,230.085
2012,5,1.8,-0.03089009,229.815
2012,6,1.62,-0.01150402,229.478
2012,7,1.53,0.02923752,229.104
2012,8,1.68,0.03390295,230.379
2012,9,1.72,0.0302368,231.407
2012,10,1.75,-0.0021394,231.317
2012,11,1.65,-0.02834287,230.221
2012,12,1.72,0.02178842,229.601
2013,1,1.91,0.04270441,230.28
2013,2,1.98,0.02334636,232.166
2013,3,1.96,0.02724034,232.773
2013,4,1.76,0.01455869,232.531
2013,5,1.93,0.04576321,232.945
2013,6,2.3,-0.0111581,233.504
2013,7,2.58,0.03256416,233.596
2013,8,2.74,0.00254409,233.877
2013,9,2.81,0.01194347,234.149
2013,10,2.62,0.02118521,233.546
2013,11,2.72,0.03860947,233.069
2013,12,2.9,0.01522581,233.049
2014,1,2.86,0.00969713,233.916
2014,2,2.71,-0.00128146,234.781
2014,3,2.72,0.02724165,236.293
2014,4,2.71,0.00203438,237.072
2014,5,2.56,0.01533748,237.9
2014,6,2.6,0.03198008,238.343
2014,7,2.54,0.01497406,238.25
2014,8,2.42,-0.00425388,237.852
2014,9,2.53,0.01779606,238.031
2014,10,2.3,-0.0264526,237.433
2014,11,2.33,0.05707014,236.151
2014,12,2.21,0.00635178,234.812
2015,1,1.88,-0.01108193,233.707
2015,2,1.98,0.02829274,234.722
2015,3,2.04,0.00057191,236.119
2015,4,1.94,0.00879652,236.599
2015,5,2.2,0.00980137,237.805
2015,6,2.36,-0.00434277,238.638
2015,7,2.32,-0.00078611,238.654
2015,8,2.17,-0.02423376,238.316
2015,9,2.17,-0.04506047,237.945
2015,10,2.07,0.04318376,237.838
2015,11,2.26,0.02933677,237.336
2015,12,2.24,-0.01101795,236.525
2016,1,2.09,-0.06418959,236.916
2016,2,1.78,-0.005492,237.111
2016,3,1.89,0.06363442,238.132
2016,4,1.81,0.02832057,239.261
2016,5,1.81,-0.00303589,240.229
2016,6,1.64,0.0106727,241.018
2016,7,1.5,0.03298199,240.628
2016,8,1.56,0.01199994,240.849
2016,9,1.63,-0.00437942,241.428
2016,10,1.76,-0.00505118,241.729
2016,11,2.14,0.01202029,241.353
2016,12,2.49,0.03946823,241.432
2017,1,2.43,0.01438476,242.839
2017,2,2.42,0.02577276,243.603
2017,3,2.48,0.01750068,243.801
2017,4,2.3,-0.00153018,244.524
2017,5,2.3,0.01693362,244.733
2017,6,2.19,0.01777402,244.955
2017,7,2.32,0.00988968,244.786
2017,8,2.21,0.00248881,245.519
2017,9,2.2,0.01654337,246.819
2017,10,2.36,0.02735646,246.663
2017,11,2.35,0.01590395,246.669
2017,12,2.4,0.028843,246.524
2018,1,2.58,0.04863014,247.867
2018,2,2.86,-0.02885621,248.991
2018,3,2.84,0.00065677,249.554
2018,4,2.87,-0.01662954,250.546
2018,5,2.976,0.01962657,251.588
2018,6,2.91,0.02113988,251.989
2018,7,2.89,0.01582103,252.006
2018,8,2.89,0.02452147,252.146
2018,9,3.0,0.0168106,252.439
2018,10,3.15,-0.03847636,252.885
2018,11,3.12,-0.02074702,252.038
2018,12,2.83,-0.05561074,251.233
2019,1,2.71,0.01736924,251.712
2019,2,2.68,0.0583017,252.776
2019,3,2.57,0.01949222,254.202
2019,4,2.53,0.03724346,255.548
2019,5,2.4,-0.01530701,256.092
2019,6,2.06,0.01405856,256.143
2019,7,1.63,0.03828442,256.571
2019,8,1.63,-0.03133355,256.558
2019,9,1.7,0.03086323,256.759
2019,10,1.71,0.00010753,257.346
2019,11,1.81,0.04434644,257.208
2019,12,1.86,0.02470232,256.974
2020,1,1.76,0.0334757,257.971
2020,2,1.5,0.00123213,258.678
2020,3,0.87,-0.18916573,258.115
2020,4,0.66,0.04318718,256.389
2020,5,0.67,0.05887465,256.394
2020,6,0.73,0.06508366,257.797
2020,7,0.62,0.03475692,259.101
2020,8,0.65,0.05892786,259.918
2020,9,0.68,-0.00627682,260.28
2020,10,0.79,0.0172553,260.388
2020,11,0.87,0.03953653,260.229
2020,12,0.93,0.04259633,260.474
2021,1,1.08,0.02794815,261.582
2021,2,1.26,0.02491056,263.014
2021,3,1.61,0.00820896,264.877
2021,4,1.64,0.06021651,267.054
2021,5,1.62,0.00760387,269.195
2021,6,1.52,0.01810577,271.696
2021,7,1.32,0.03069112,273.003
2021,8,1.28,0.02186046,273.567
2021,9,1.37,-0.00083632,274.31
2021,10,1.58,0.0045289,276.589
2021,11,1.56,0.04745456,277.948
2021,12,1.47,0.00266084,278.802
2022,1,1.76,-0.02051018,281.148
2022,2,1.93,-0.02901615,283.716
2022,3,2.13,-0.00891599,287.504
2022,4,2.75,0.00119599,289.109
2022,5,2.9,-0.07871434,292.296
2022,6,3.14,-0.03367975,296.311
2022,7,2.9,0.0046561,296.276
2022,8,2.9,0.06448316,296.171
2022,9,3.52,-0.07276537,296.808
2022,10,3.98,-0.0309002,298.012
2022,11,3.89,0.05286288,297.711
2022,12,3.62,0.00011973,296.797
2023,1,3.53,0.01377372,299.17
2023,2,3.75,0.03147876,300.84
2023,3,3.66,-0.02584549,301.836
2023,4,3.46,0.03996571,303.363
2023,5,3.57,0.00738032,304.127
2023,6,3.75,0.04942522,305.109
2023,7,3.9,0.03876428,305.691
2023,8,4.17,-0.00997265,307.026
2023,9,4.38,-0.00953201,307.789
2023,10,4.8,-0.03036688,307.671
2023,11,4.5,0.04602368,307.051
2023,12,4.02,0.05175864,306.746
2024,1,4.06,0.02912146,308.417
2024,2,4.21,0.04199572,310.326
2024,3,4.21,0.03282409,312.332
2024,4,4.54,-0.0100851,313.548
2024,5,4.48,0.02517338,314.069
2024,6,4.31,0.03551195,314.175
2024,7,4.25,0.02380392,314.54
2024,8,3.87,-0.00969896,314.796
2024,9,3.72,0.02722833,315.301
2024,10,4.1,0.03152594,315.664
2024,11,4.36,0.02482471,315.493
2024,12,4.39,0.01470992,315.605
2025,1,4.63,-0.00417916,317.671
2025,2,4.45,0.0109513,319.082
2025,3,4.28,-0.05768821,319.799
2025,4,4.28,-0.05420648,320.795
2025,5,4.42,0.08340377,321.465
2025,6,4.38,0.03880243,322.561
2025,7,4.39,0.04527796,323.048
2025,8,4.26,0.01889303,323.976
2025,9,4.12,0.02833671,324.8
2025,10,4.06,0.02403434,325.212
2025,11,4.09,0.00175065,324.122
2025,12,4.14,0.0176188,324.054
2026,1,4.21,0.01207448,325.252
2026,2,4.13,-0.00413358,326.785
2026,3,4.25,-0.0337535,330.213
2026,4,4.32,0.046481,333.02
2026,5,4.48,0.06644781,335.123
2026,6,4.47,0.00596742,333.952
